frame_number,track_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_plate_number,license_text_score
144,106.0,[670.736572265625 576.4134521484375 1113.2325439453125 1037.4228515625],[143.2071533203125 212.36151123046875 294.206298828125 258.6915283203125],0.7423126697540283,KE64GYW,0.5982537051191285
145,106.0,[670.601806640625 576.3499145507812 1113.194091796875 1037.4632568359375],[143.34347534179688 212.33518981933594 294.17645263671875 258.69677734375],0.7418806552886963,KE64GYW,0.5877544989638291
146,106.0,[670.504638671875 576.2987060546875 1113.172119140625 1037.4400634765625],[143.3148956298828 212.33580017089844 294.1658630371094 258.69976806640625],0.7433664202690125,KE64GYW,0.5810030881286055
147,106.0,[670.3146362304688 576.3362426757812 1113.2674560546875 1037.358642578125],[143.34481811523438 212.2698516845703 294.1995849609375 258.7733459472656],0.7417683005332947,KE64GYW,0.5802079942251539
148,106.0,[670.1889038085938 576.3316040039062 1113.259521484375 1037.484375],[143.2834930419922 212.30845642089844 294.1529541015625 258.7776794433594],0.740198016166687,KE64GYW,0.5767786450234437
149,106.0,[670.1481323242188 576.3357543945312 1113.23388671875 1037.6544189453125],[143.29383850097656 212.3229217529297 294.1666564941406 258.7625732421875],0.7383064031600952,KE64GYW,0.5842127964046464
150,106.0,[669.947265625 576.3865356445312 1113.3167724609375 1037.344482421875],[143.85052490234375 211.85218811035156 295.40704345703125 258.60577392578125],0.7365022301673889,KE64GYH,0.8916749527640855
151,106.0,[669.8462524414062 576.3814086914062 1113.3385009765625 1037.7818603515625],[143.92857360839844 211.91729736328125 295.4921875 258.60107421875],0.7397275567054749,KE64GYH,0.8941083497186866
152,106.0,[669.7662963867188 576.34033203125 1113.3765869140625 1037.953125],[144.00418090820312 211.864990234375 295.48358154296875 258.52069091796875],0.7411390542984009,KE64GYW,0.6033942645169631
153,106.0,[669.8590087890625 576.3973388671875 1113.3543701171875 1038.1787109375],[143.79237365722656 211.9078826904297 295.3092956542969 258.8201599121094],0.7586230635643005,KE64GYH,0.8992591734764656
154,106.0,[669.977783203125 576.4287719726562 1113.3319091796875 1038.1136474609375],[143.82449340820312 211.9515838623047 295.27239990234375 258.8583984375],0.7589849829673767,KE64GYH,0.8992591734764656
155,106.0,[669.6734619140625 576.518310546875 1113.269775390625 1038.2886962890625],[143.76722717285156 211.85108947753906 295.314208984375 258.87933349609375],0.7601185441017151,KE64GYH,0.8992591734764656
156,106.0,[669.2921752929688 576.4654541015625 1113.3287353515625 1038.1356201171875],[143.7779083251953 211.90162658691406 295.28369140625 258.89642333984375],0.7595224976539612,KE64GYH,0.8992591734764656
157,106.0,[668.9579467773438 576.497314453125 1113.34033203125 1038.3212890625],[144.74716186523438 212.1815185546875 296.1313171386719 258.5140380859375],0.7587074637413025,KE64GYW,0.7867502384390933
158,106.0,[669.6903076171875 576.52392578125 1113.320556640625 1038.3134765625],[143.72329711914062 211.84732055664062 295.36553955078125 258.9412841796875],0.7616398334503174,KE64GYH,0.8923763884759006
159,106.0,[670.126708984375 576.7197265625 1113.3304443359375 1038.3155517578125],[143.0120849609375 211.90802001953125 294.9057312011719 258.8552551269531],0.7570308446884155,KE64GYH,0.8328704682429932
160,106.0,[670.248779296875 576.7916870117188 1113.385986328125 1038.4356689453125],[143.0730743408203 211.92311096191406 294.87127685546875 258.8729248046875],0.7563055157661438,KE64GYH,0.8328704682429932
161,106.0,[669.7411499023438 576.745849609375 1113.3458251953125 1038.1859130859375],[143.7883758544922 211.91673278808594 295.5596008300781 258.81024169921875],0.7565387487411499,KE64GYH,0.8746528410159339
162,106.0,[669.7069702148438 576.6455688476562 1113.2386474609375 1038.125732421875],[143.833984375 211.98101806640625 295.5252685546875 258.7259521484375],0.7563897371292114,KE64GYH,0.8746528410159339
163,106.0,[669.5590209960938 576.5924682617188 1113.1337890625 1038.1807861328125],[143.87022399902344 212.0068359375 295.51068115234375 258.7108459472656],0.755593478679657,KE64GYH,0.3989745104438998
164,106.0,[669.7083129882812 576.5484619140625 1113.0616455078125 1038.172119140625],[143.8883056640625 212.0211181640625 295.4993591308594 258.6874694824219],0.7553578615188599,KE64GYH,0.3989745104438998
165,106.0,[669.6964111328125 576.5101928710938 1112.985107421875 1038.1533203125],[144.0017547607422 212.20497131347656 295.52825927734375 258.4142761230469],0.7568705081939697,KE64GYW,0.6546767397963891
166,106.0,[669.7099609375 576.588623046875 1113.044921875 1038.135009765625],[143.9559783935547 211.88365173339844 295.57562255859375 258.8153076171875],0.7572863698005676,KE64GYH,0.8825821509446111
167,106.0,[669.9483032226562 576.54541015625 1113.0955810546875 1038.1341552734375],[143.88232421875 211.92123413085938 295.5777587890625 258.7414245605469],0.7578904628753662,KE64GYH,0.8985502843064549
168,106.0,[670.2661743164062 576.522705078125 1113.1575927734375 1038.1568603515625],[143.14451599121094 211.97511291503906 294.9151916503906 258.7923583984375],0.7596728801727295,KE64GYH,0.6617024428270872
169,106.0,[670.1781005859375 576.528076171875 1113.10302734375 1038.1851806640625],[143.06875610351562 211.88677978515625 294.9615783691406 258.89984130859375],0.7607287168502808,KE64GYH,0.6645020515295119
170,106.0,[669.94921875 576.6661376953125 1113.0296630859375 1038.39453125],[143.83779907226562 211.91082763671875 295.68206787109375 258.81463623046875],0.7599057555198669,KE64GYH,0.9133981319979688
171,106.0,[670.0086669921875 576.79248046875 1112.9996337890625 1038.2735595703125],[142.648681640625 212.18218994140625 294.3527526855469 258.5206298828125],0.7551893591880798,KE64GYH,0.40482248127875226
172,106.0,[670.3569946289062 576.746337890625 1113.01123046875 1038.4573974609375],[143.1682891845703 212.0303497314453 294.93719482421875 258.7757873535156],0.7598865628242493,KE64GYM,0.5587688599350283
173,106.0,[670.4341430664062 576.768310546875 1112.979248046875 1038.36083984375],[142.76107788085938 212.22763061523438 294.3685607910156 258.4524841308594],0.7550866603851318,KE64GYH,0.42459533833534685
174,106.0,[670.1671142578125 576.7555541992188 1113.024658203125 1038.3031005859375],[143.02642822265625 211.9367218017578 294.99462890625 258.8824768066406],0.7617331743240356,KE64GYH,0.8528942437530357
175,106.0,[670.290283203125 576.7330322265625 1113.0919189453125 1038.322021484375],[142.97885131835938 211.93209838867188 294.991943359375 258.9103698730469],0.7621510624885559,KE64GYH,0.9044130234309562
176,106.0,[670.3220825195312 576.7196655273438 1113.0023193359375 1038.588623046875],[142.96737670898438 211.98928833007812 294.989501953125 258.918701171875],0.7621299624443054,KE64GYH,0.9044130234309562
177,105.0,[430.8424377441406 626.4545288085938 718.1395263671875 879.7000122070312],[58.738609313964844 117.60722351074219 137.46958923339844 144.98004150390625],0.7298503518104553,LL50OBC,0.14586439446753616
177,106.0,[670.508056640625 576.65185546875 1112.9798583984375 1038.185302734375],[142.47805786132812 212.0339813232422 294.4642333984375 258.6796569824219],0.758741021156311,KE64GYH,0.6456494435391225
178,106.0,[670.6088256835938 576.559814453125 1112.91796875 1037.95361328125],[143.05865478515625 211.98193359375 295.46875 258.5931396484375],0.7382266521453857,KE64GYH,0.8528942437530357
179,106.0,[670.6520385742188 576.5294799804688 1112.89453125 1037.867431640625],[143.04515075683594 211.97572326660156 295.481201171875 258.6007385253906],0.7381531000137329,KE64GYH,0.8528942437530357
180,106.0,[670.5805053710938 576.4834594726562 1112.9281005859375 1038.1474609375],[142.44932556152344 212.1200714111328 294.45941162109375 258.6233825683594],0.7585443258285522,KE64GYH,0.6426909357646503
181,106.0,[670.6685180664062 576.484130859375 1112.8865966796875 1037.873779296875],[142.46966552734375 212.32406616210938 294.5830078125 258.8596496582031],0.7373816967010498,KE64GYH,0.5966179605613219
182,106.0,[670.7095947265625 576.4694213867188 1112.8873291015625 1038.1181640625],[142.4613800048828 212.1647491455078 294.4442138671875 258.6229248046875],0.7578912377357483,KE64GYH,0.5888306204466027
183,106.0,[670.539794921875 576.3688354492188 1112.688720703125 1037.8753662109375],[143.16366577148438 212.12603759765625 295.4688720703125 258.4676818847656],0.7376739382743835,KE64GYM,0.5460350339442347
184,106.0,[670.1599731445312 576.3701171875 1112.6484375 1038.0078125],[142.44618225097656 212.12330627441406 294.5308532714844 258.66644287109375],0.7571477293968201,KE64GYH,0.39252972661006696
185,106.0,[670.123046875 576.3447265625 1112.63818359375 1037.8837890625],[143.17539978027344 212.0229949951172 295.4883728027344 258.5564880371094],0.7383386492729187,KE64GYM,0.5517880580802124
186,106.0,[670.1527709960938 576.2638549804688 1112.6387939453125 1037.1019287109375],[143.10159301757812 211.9810028076172 295.59912109375 258.6187744140625],0.738423764705658,KE64GYH,0.8046632305539485
187,106.0,[670.343017578125 576.3009643554688 1112.62646484375 1036.829833984375],[143.17474365234375 211.9485626220703 294.0796813964844 258.5604553222656],0.7324580550193787,KE64GYH,0.8317910967986613
188,106.0,[670.4572143554688 576.3560180664062 1112.734619140625 1036.744873046875],[142.23635864257812 212.19700622558594 293.8773498535156 258.83587646484375],0.7333248257637024,KE64GYH,0.4324900344300959
189,106.0,[670.423828125 576.3421630859375 1112.864990234375 1037.2777099609375],[142.58309936523438 212.2677459716797 294.6247863769531 258.917724609375],0.7387953996658325,KE64GYH,0.43111985879646414
190,106.0,[670.4373779296875 576.3741455078125 1112.9144287109375 1037.4066162109375],[143.22706604003906 212.17132568359375 295.4029541015625 258.4860534667969],0.7367271780967712,KE64GYM,0.5591680887334668
191,106.0,[670.4456176757812 576.3460693359375 1112.8563232421875 1037.2093505859375],[142.5784149169922 212.28382873535156 294.6245422363281 258.8626403808594],0.7374247908592224,KE64GYH,0.6321943785960057
192,105.0,[436.1087951660156 625.0966186523438 718.7421875 879.2097778320312],[66.13743591308594 117.53724670410156 141.88787841796875 143.32168579101562],0.7586139440536499,EL50OBC,0.7344085264715958
192,106.0,[670.5690307617188 576.44189453125 1112.7586669921875 1037.2183837890625],[143.23614501953125 212.06686401367188 295.3575134277344 258.5075378417969],0.7388025522232056,KE64GYM,0.5682313397206454
193,106.0,[670.6546630859375 576.46923828125 1112.7874755859375 1037.3251953125],[143.19517517089844 211.99203491210938 295.4178771972656 258.51971435546875],0.7391052842140198,KE64GYH,0.8242661271434155
194,106.0,[670.4963989257812 576.5140991210938 1112.8316650390625 1037.667236328125],[143.23556518554688 212.01829528808594 295.4119567871094 258.49224853515625],0.7397604584693909,KE64GYM,0.5890627928611164
195,106.0,[670.4292602539062 576.4998779296875 1112.8162841796875 1037.80615234375],[143.20018005371094 211.97576904296875 295.4276123046875 258.5126037597656],0.7397873401641846,KE64GYH,0.7983653494066498
196,106.0,[670.7940063476562 576.4424438476562 1112.94677734375 1037.323486328125],[143.32785034179688 212.0191192626953 295.319580078125 258.4018249511719],0.7393456697463989,KE64GYM,0.5890627928611164
197,106.0,[670.9923095703125 576.456298828125 1113.038818359375 1037.389404296875],[143.3694610595703 212.3756103515625 294.5260925292969 258.5543518066406],0.7501662373542786,KE64GYM,0.5810556614848469
198,105.0,[442.5350341796875 625.273193359375 720.741943359375 878.1964111328125],[64.86758422851562 116.02828216552734 140.48147583007812 142.86959838867188],0.7646207213401794,BL50OBC,0.09325805702061872
198,106.0,[671.03662109375 576.5003051757812 1113.030029296875 1037.040771484375],[142.80563354492188 212.3129425048828 293.8318176269531 258.2641906738281],0.7475035190582275,KE64GYM,0.5779455940343846
199,106.0,[671.0115966796875 576.5438232421875 1112.9884033203125 1037.0460205078125],[141.98593139648438 212.18109130859375 293.2641296386719 258.7389221191406],0.7472730875015259,KE64GYW,0.5614486124361545
200,106.0,[670.9259033203125 576.688232421875 1113.0032958984375 1037.0098876953125],[143.2593231201172 212.2667694091797 294.21832275390625 259.438720703125],0.7427988648414612,KE64GYM,0.8353106605025055
201,106.0,[670.850341796875 576.7384033203125 1112.935791015625 1037.0242919921875],[142.69033813476562 211.91079711914062 294.45379638671875 259.67694091796875],0.7389401197433472,KE64GYH,0.4860554998253219
202,106.0,[670.965576171875 576.855224609375 1112.7322998046875 1037.652587890625],[143.1516571044922 212.3206787109375 295.7692565917969 260.1841735839844],0.719782829284668,KE64GYW,0.47906369879569743
203,106.0,[670.9049682617188 577.2095336914062 1112.584228515625 1037.8680419921875],[143.1385955810547 210.59677124023438 295.1734924316406 259.5365295410156],0.7460581660270691,KE64GYH,0.4850606052279106
204,106.0,[670.7960815429688 577.5221557617188 1112.740478515625 1037.904296875],[143.04161071777344 210.67172241210938 295.5236511230469 260.17413330078125],0.7391849756240845,KE64GYW,0.459161789927227
205,105.0,[451.9285583496094 626.5438842773438 721.8803100585938 875.1099243164062],[60.828006744384766 114.84423828125 136.20619201660156 140.41981506347656],0.760047435760498,BL60OBC,0.21427985901665175
205,106.0,[670.8084716796875 577.142578125 1113.4246826171875 1038.201171875],[143.52354431152344 211.76123046875 295.2989807128906 260.1351623535156],0.7313774824142456,KE64GYR,0.3463633643436827
206,106.0,[670.8018188476562 576.7222900390625 1113.8509521484375 1038.11083984375],[143.1619873046875 213.02902221679688 295.15771484375 262.7257080078125],0.7216806411743164,KE64GYH,0.8902544914072354
207,105.0,[455.9622802734375 626.0164184570312 722.0625610351562 874.243896484375],[59.15452194213867 114.1836166381836 134.25331115722656 139.8928985595703],0.7597987055778503,BL60OBC,0.2857694557325206
207,106.0,[671.3180541992188 576.8306274414062 1114.1988525390625 1037.6998291015625],[142.67434692382812 212.67015075683594 294.6022033691406 262.7109069824219],0.7102549076080322,KE64GYW,0.5806164953370981
208,105.0,[458.0257873535156 626.025634765625 724.1435546875 873.5873413085938],[57.2620849609375 114.18678283691406 132.46315002441406 139.92977905273438],0.7587776184082031,BL60OBC,0.6227461066119413
208,106.0,[671.662109375 577.3805541992188 1113.9664306640625 1037.5185546875],[143.49105834960938 211.82098388671875 293.96722412109375 262.5447692871094],0.7283445000648499,KE64GYH,0.28769224682416034
209,106.0,[671.9835205078125 577.7030029296875 1113.5579833984375 1037.2530517578125],[143.5417938232422 211.86520385742188 293.9151306152344 261.9833679199219],0.7319450974464417,KE64GYM,0.31334209904572746
210,105.0,[464.3756103515625 626.650146484375 725.3804321289062 873.237060546875],[52.287506103515625 113.8218765258789 128.07005310058594 139.8309783935547],0.7322896718978882,PL60OBC,0.22339495605198786
210,106.0,[672.3947143554688 578.3683471679688 1112.4566650390625 1037.0147705078125],[141.81103515625 210.8839111328125 292.85772705078125 260.9098205566406],0.7466262578964233,KE64GYW,0.3423501986399507
211,105.0,[464.90191650390625 626.8432006835938 725.1806640625 873.5114135742188],[52.3012809753418 113.82257843017578 128.0476531982422 139.81399536132812],0.7330290675163269,PL60OBC,0.3241662418931667
211,106.0,[672.6435546875 578.1753540039062 1112.485107421875 1036.9898681640625],[142.30064392089844 210.5537109375 293.03778076171875 261.3905944824219],0.7441369891166687,KE64GYM,0.601714519706051
212,105.0,[465.0634460449219 626.8963012695312 724.9793090820312 873.9708251953125],[51.31740951538086 114.02191925048828 127.00163269042969 140.25936889648438],0.7342410087585449,BL60OBC,0.22293882933791842
212,106.0,[672.7047119140625 578.1691284179688 1112.5716552734375 1036.320556640625],[142.2252960205078 210.65504455566406 292.8205871582031 261.1895446777344],0.7422022819519043,KE64GYM,0.4461121423553393
213,106.0,[672.8740234375 578.742431640625 1111.637451171875 1035.63525390625],[142.11370849609375 210.05406188964844 293.2171630859375 259.9770812988281],0.7169315218925476,KE64GYH,0.7987953008978563
214,105.0,[465.31396484375 627.1851806640625 724.7987060546875 872.7926025390625],[55.24724578857422 112.79911041259766 128.489990234375 137.82887268066406],0.7494916915893555,BL50OBC,0.2240710614514216
214,106.0,[673.198486328125 578.63623046875 1111.5037841796875 1035.26904296875],[141.66539001464844 209.4497833251953 291.8827209472656 259.1593322753906],0.7377012372016907,KE64GYA,0.4248497473733273
215,106.0,[673.6484375 578.611328125 1111.708984375 1035.8653564453125],[142.1128692626953 209.408203125 291.2890930175781 257.2023620605469],0.752850353717804,KE64GYH,0.7362029794848091
216,106.0,[674.3912963867188 578.503662109375 1111.6153564453125 1036.2314453125],[141.43344116210938 209.10874938964844 290.43365478515625 257.3681335449219],0.768286943435669,KE64GYH,0.8728536051724213
217,106.0,[675.2073974609375 578.3101806640625 1111.3251953125 1036.0186767578125],[141.12869262695312 209.23843383789062 289.6309509277344 258.1041564941406],0.7704859375953674,KE64GYH,0.7273954831000836
218,105.0,[465.3333740234375 625.9284057617188 726.9968872070312 872.3544921875],[57.16093063354492 115.06475830078125 130.8531036376953 138.81472778320312],0.7535502910614014,BL60OBC,0.37597757063927023
218,106.0,[675.78076171875 578.3731079101562 1111.14013671875 1035.6077880859375],[140.4952392578125 208.9622344970703 289.0875244140625 256.6673278808594],0.7609789967536926,KE64GYH,0.8560925788324165
219,106.0,[676.2354736328125 578.4168090820312 1111.3463134765625 1034.0797119140625],[140.3468017578125 208.5686492919922 288.43878173828125 256.5576477050781],0.7693251967430115,KE64GYH,0.6423970628029415
220,106.0,[677.2395629882812 578.586669921875 1111.168701171875 1033.3193359375],[140.24456787109375 208.24647521972656 287.10626220703125 255.21153259277344],0.7622784376144409,KE64GYH,0.7099370057243672
221,106.0,[678.29541015625 579.0166015625 1110.8948974609375 1032.5714111328125],[139.4043426513672 207.00843811035156 286.61187744140625 254.2699432373047],0.7579001188278198,KE64GYH,0.8869402779235714
222,106.0,[679.151123046875 579.4063110351562 1110.492919921875 1031.7957763671875],[138.4167022705078 206.87197875976562 285.13873291015625 254.1163787841797],0.7611357569694519,KE64GYM,0.7150673530701369
223,106.0,[679.817138671875 579.8504028320312 1110.1162109375 1030.272216796875],[139.72183227539062 206.9293975830078 284.87725830078125 251.9973602294922],0.7641514539718628,KE64GYH,0.5845092724898845
224,105.0,[469.93328857421875 625.9082641601562 731.7245483398438 871.2137451171875],[57.58488845825195 114.01888275146484 130.99171447753906 138.5453643798828],0.7624607086181641,DL60OBC,0.37228128534814303
224,106.0,[680.4111938476562 580.3688354492188 1109.7791748046875 1029.03515625],[138.11727905273438 205.11099243164062 284.1069641113281 252.66000366210938],0.7648473381996155,KE64GYH,0.8697209471190248
225,106.0,[680.722412109375 580.927978515625 1109.40576171875 1027.464599609375],[138.9079132080078 204.75955200195312 284.5299072265625 250.06385803222656],0.7761101126670837,KE64GYH,0.8713522927876439
226,106.0,[682.7210693359375 581.2333984375 1109.446044921875 1025.48095703125],[137.5313262939453 203.47894287109375 281.4714050292969 248.22531127929688],0.7878721356391907,KE64GYH,0.6212294098963328
227,106.0,[683.756103515625 581.2713623046875 1109.326416015625 1023.0784912109375],[136.683837890625 202.61817932128906 280.3876647949219 247.5517578125],0.7741210460662842,KE64GYM,0.40831000160594844
228,106.0,[684.830078125 581.1727905273438 1108.437744140625 1022.6671752929688],[135.61050415039062 202.24122619628906 279.2480773925781 247.4755401611328],0.7774145603179932,KE64GYN,0.5868453658049307
229,106.0,[686.3355102539062 581.2835083007812 1106.9686279296875 1022.0452880859375],[135.04666137695312 202.26663208007812 278.18310546875 247.8434600830078],0.7822070121765137,KE64GYH,0.8328135925828845
230,106.0,[687.1331787109375 581.8126220703125 1106.9576416015625 1020.9234619140625],[133.5977020263672 201.8800048828125 276.0047302246094 246.4785919189453],0.7799119353294373,KE64GYH,0.5419597353222775
231,106.0,[687.6561279296875 582.4512329101562 1106.5257568359375 1020.0073852539062],[135.37432861328125 200.67178344726562 277.093994140625 244.8053741455078],0.7880739569664001,KE64GYM,0.7564253233517679
232,106.0,[687.7449340820312 582.694580078125 1106.423583984375 1019.7863159179688],[135.16278076171875 199.98594665527344 277.8942565917969 245.43753051757812],0.785452663898468,KE64GYM,0.592780874926867
233,106.0,[688.92138671875 582.5562744140625 1105.3309326171875 1019.9022216796875],[133.79808044433594 200.10255432128906 275.9727783203125 244.64739990234375],0.7785091400146484,KE64GYM,0.49003711948033013
234,106.0,[689.771484375 583.0650024414062 1102.9259033203125 1018.6236572265625],[133.98214721679688 197.42747497558594 277.44134521484375 243.39010620117188],0.7538650035858154,KE64GYM,0.9465181207638067
235,105.0,[477.8213195800781 626.8927001953125 736.4011840820312 870.4143676757812],[57.18718338012695 112.01493072509766 129.0753173828125 136.6212921142578],0.7539898753166199,RL50OBC,0.17933392347177154
235,106.0,[690.5487670898438 582.8258666992188 1103.8516845703125 1018.4784545898438],[133.8428192138672 198.8057861328125 273.5803527832031 243.19480895996094],0.7710461616516113,KE64GYR,0.3238839245702336
236,106.0,[690.8983154296875 582.893310546875 1104.1580810546875 1018.8958740234375],[134.95713806152344 197.94248962402344 273.8642883300781 242.3000030517578],0.7685802578926086,KE64GYM,0.4794120396791072
237,106.0,[690.9681396484375 582.9224853515625 1104.1820068359375 1019.0475463867188],[134.74476623535156 197.89028930664062 273.32659912109375 242.7867889404297],0.7640112042427063,KE64GYM,0.5314233268562998
238,106.0,[692.0472412109375 582.9205932617188 1101.8314208984375 1016.9635620117188],[132.73248291015625 197.6131591796875 271.7635192871094 241.3269805908203],0.7608064413070679,KE64GYH,0.6753560982320282
239,106.0,[693.5641479492188 582.97021484375 1099.2958984375 1013.8780517578125],[133.42771911621094 196.4144744873047 271.9939270019531 240.42605590820312],0.7565602660179138,KE64GYR,0.8680913719321126
240,105.0,[478.9371337890625 627.9823608398438 742.7469482421875 868.5866088867188],[59.67664337158203 111.10321044921875 130.43081665039062 134.522705078125],0.754956841468811,BL50OBC,0.23693875156500216
240,106.0,[695.1165161132812 583.0519409179688 1097.857666015625 1012.2431640625],[131.98341369628906 193.91236877441406 270.5097961425781 239.1343231201172],0.7608053088188171,KE64GYR,0.3307753906075513
241,106.0,[696.66064453125 583.52001953125 1097.5933837890625 1010.69189453125],[132.10092163085938 194.578857421875 269.25048828125 237.96693420410156],0.762917697429657,KE64GYA,0.6503884419612673
242,105.0,[482.0573425292969 628.7027587890625 746.0890502929688 867.5866088867188],[56.603729248046875 109.18057250976562 128.51806640625 133.7942657470703],0.7449919581413269,BL50OBC,0.13360853124747668
242,106.0,[697.1273193359375 583.6565551757812 1096.8846435546875 1010.62158203125],[131.48582458496094 193.328369140625 268.4053649902344 237.947998046875],0.7672311067581177,KE64GYH,0.4149046660230128
243,106.0,[697.9555053710938 584.4314575195312 1096.3773193359375 1009.6056518554688],[130.89129638671875 192.1005096435547 268.6490478515625 236.24436950683594],0.7458367347717285,KE64GYR,0.6928044674665461
244,106.0,[699.5123291015625 584.89306640625 1095.219970703125 1007.0455322265625],[130.15744018554688 191.14462280273438 266.2049560546875 234.62368774414062],0.7055250406265259,KE64GYR,0.8635984570392119
245,106.0,[699.9576416015625 585.1322021484375 1094.736083984375 1006.1414794921875],[130.90106201171875 190.31845092773438 265.32781982421875 233.31507873535156],0.7404115796089172,KE64GYR,0.8504561740683986
246,106.0,[699.6336059570312 585.6533203125 1094.230712890625 1004.2184448242188],[131.2638397216797 189.40061950683594 265.6523742675781 232.8419189453125],0.7534052133560181,KE64GYM,0.5738335755237218
247,106.0,[701.5206298828125 585.4830322265625 1093.55224609375 1000.661865234375],[129.98492431640625 188.532958984375 262.5610656738281 230.95314025878906],0.7628238797187805,KE64GYW,0.7270835684190381
248,105.0,[487.3841247558594 628.6685791015625 750.93017578125 864.1979370117188],[55.842369079589844 108.4588851928711 127.39408874511719 132.65597534179688],0.7404434680938721,BL60OBC,0.26534484842713935
248,106.0,[703.109130859375 585.4351196289062 1093.206298828125 998.3893432617188],[128.5724334716797 187.41392517089844 261.13177490234375 230.10037231445312],0.7537909746170044,KE64GYA,0.4349311481814497
249,106.0,[703.7031860351562 585.8681030273438 1092.91162109375 996.2609252929688],[130.19976806640625 187.42079162597656 261.50103759765625 230.45455932617188],0.7673501968383789,KE64GYH,0.51739874790847
250,106.0,[703.872314453125 585.9451904296875 1092.7255859375 995.6881103515625],[129.49961853027344 187.04330444335938 261.40338134765625 229.8512420654297],0.7632585763931274,KE64GYA,0.47513959559634955
251,106.0,[703.882080078125 585.962646484375 1092.857666015625 995.0567016601562],[129.62152099609375 187.03656005859375 261.42596435546875 229.8496856689453],0.7638903260231018,KE64GYA,0.30488051555824336
252,106.0,[706.3987426757812 586.81982421875 1091.53662109375 993.7369995117188],[128.1991729736328 185.67718505859375 258.5070495605469 227.298095703125],0.7533926963806152,KE64GYM,0.4470238039911967
253,105.0,[490.4790954589844 630.220458984375 755.632568359375 864.0493774414062],[55.52114486694336 106.31946563720703 126.10785675048828 131.10281372070312],0.7592700123786926,BL60OBC,0.573311757318049
253,106.0,[708.7495727539062 588.0567626953125 1092.1280517578125 991.3098754882812],[128.1971893310547 182.2950439453125 256.7842102050781 224.7465362548828],0.7662202715873718,KE64GYR,0.4243642158199435
254,105.0,[490.8008117675781 630.287841796875 755.7354125976562 863.858642578125],[55.850494384765625 106.24496459960938 126.34961700439453 130.5359649658203],0.7584879994392395,BL60OBC,0.5474349292766056
254,106.0,[709.228759765625 588.5542602539062 1092.3603515625 990.70654296875],[126.93501281738281 182.40989685058594 255.5657501220703 223.93507385253906],0.7569074630737305,KE64GYR,0.44140313898557126
255,106.0,[711.2579345703125 588.3131713867188 1090.265625 989.5803833007812],[125.67652130126953 179.31060791015625 253.9375762939453 224.1206817626953],0.7459776401519775,KE64GYH,0.36513518707333437
256,106.0,[713.4408569335938 588.2096557617188 1088.9696044921875 988.3976440429688],[125.49864959716797 179.52874755859375 251.36253356933594 221.60569763183594],0.7550677061080933,KE64GYM,0.31958598396892984
257,106.0,[712.2897338867188 588.2415161132812 1088.5478515625 987.703857421875],[126.16280364990234 178.35614013671875 252.54002380371094 221.8442840576172],0.7460310459136963,KE64GYW,0.37555821455291766
258,106.0,[712.69873046875 588.310791015625 1088.3541259765625 986.2678833007812],[127.1307601928711 178.679931640625 251.91737365722656 220.95126342773438],0.760935366153717,KE64GYW,0.7745053481108051
259,106.0,[713.6851196289062 588.5830078125 1088.456787109375 984.38720703125],[127.6126937866211 179.1533203125 250.9716796875 219.41702270507812],0.7632396221160889,KE64GYW,0.32877977235691674
261,106.0,[716.7213745117188 590.2357177734375 1087.1138916015625 981.8811645507812],[125.48648071289062 176.63943481445312 247.67994689941406 216.56362915039062],0.7630225419998169,KE64GYR,0.3980911662419693
262,106.0,[718.56884765625 590.3853759765625 1086.232666015625 980.3599243164062],[125.19401550292969 176.556396484375 245.4328155517578 214.851806640625],0.7650766372680664,KE64GYM,0.3828521594934673
263,106.0,[719.1585083007812 590.5394287109375 1086.008056640625 979.7938842773438],[123.91883850097656 176.290771484375 244.66006469726562 214.8660125732422],0.7556276321411133,KE64GYM,0.39819536066924943
264,106.0,[719.6267700195312 590.655029296875 1086.006591796875 977.2855224609375],[124.6751708984375 175.14944458007812 244.2042236328125 213.16098022460938],0.7615852355957031,KE64GYM,0.19739640163378264
265,106.0,[721.471923828125 590.866455078125 1085.379638671875 975.8734130859375],[123.8411636352539 174.51014709472656 242.5333709716797 212.83302307128906],0.7645965218544006,KE64GYM,0.7481100327180339
266,106.0,[720.9382934570312 590.7608642578125 1084.759033203125 974.2777709960938],[124.64279174804688 174.218994140625 242.1938018798828 211.1334991455078],0.7538524866104126,KE64GYR,0.5437050515971659
267,106.0,[719.40869140625 590.853759765625 1084.70654296875 972.2553100585938],[125.75297546386719 172.64295959472656 244.8199920654297 211.2767791748047],0.7443697452545166,KE64GYM,0.3325786174372953
268,105.0,[498.13525390625 630.8418579101562 757.9304809570312 860.5681762695312],[53.433128356933594 106.948486328125 124.31499481201172 130.18724060058594],0.7455977201461792,BL60DBC,0.1590502172013884
268,106.0,[723.1360473632812 591.177490234375 1084.047607421875 970.27978515625],[123.29408264160156 171.448486328125 240.11778259277344 209.5391387939453],0.7641086578369141,KE64GYH,0.37592532958543995
269,106.0,[725.3229370117188 591.3603515625 1083.8182373046875 968.234130859375],[121.81262969970703 170.8343963623047 238.4943084716797 209.35018920898438],0.7595980167388916,KE64CYM,0.6195759070285701
